Netbeheerder;Klanttype;Contracttype;Tarieftype;Tariefdetail;Tariefnotering;Prijs
FL;ELEK_LS_ANA_PRO;Afname;Tarieven voor het databeheer;Laagspanningnet;EUR/jaar;17.85
FL;ELEK_LS_ANA_PRO;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0266707
FL;ELEK_LS_ANA_PRO;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief exclusief nacht;EUR/kWh;0.0213365
FL;ELEK_LS_ANA_PRO;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0043906
FL;ELEK_LS_ANA_PRO;Afname;Aanvullend capaciteitstarief voor prosumenten met terugdraaiende teller;Aanvullend capaciteitstarief voor prosumenten met terugdraaiende teller;EUR/kW/jaar;58.85
FL;ELEK_LS_ANA_PRO;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FL;ELEK_LS_ANA_PRO;Injectie;Tarief databeheer;Laagspanningnet;EUR/jaar;57.65
FMV;ELEK_HS1;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/maand;2.5750392
FMV;ELEK_HS1;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/jaar;30.9004704
FMV;ELEK_HS1;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/maand;3.5985772
FMV;ELEK_HS1;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/jaar;43.1829264
FMV;ELEK_HS1;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/maand;3.8625589
FMV;ELEK_HS1;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/jaar;46.3507068
FMV;ELEK_HS1;Afname;Tarieven voor de aanvullende afname van reactieve energie;Tarief voor overschrijding forfaitair toegelaten hoeveelheid;EUR/kVArh;0.0134149
FMV;ELEK_HS1;Afname;Tarieven voor het databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FMV;ELEK_HS1;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0002386
FMV;ELEK_HS1;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0000188
FMV;ELEK_HS1;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.0596319
FMV;ELEK_HS1;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FMV;ELEK_HS1;Injectie;Tarief databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FMV;ELEK_HS2;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/maand;1.2237452
FMV;ELEK_HS2;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/jaar;14.6849424
FMV;ELEK_HS2;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/maand;1.8303886
FMV;ELEK_HS2;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/jaar;21.9646632
FMV;ELEK_HS2;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/maand;1.8356178
FMV;ELEK_HS2;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/jaar;22.0274136
FMV;ELEK_HS2;Afname;Tarieven voor de aanvullende afname van reactieve energie;Tarief voor overschrijding forfaitair toegelaten hoeveelheid;EUR/kVArh;0.0134149
FMV;ELEK_HS2;Afname;Tarieven voor het databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FMV;ELEK_HS2;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0035086
FMV;ELEK_HS2;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0001967
FMV;ELEK_HS2;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.1508082
FMV;ELEK_HS2;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FMV;ELEK_HS2;Injectie;Tarief databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FMV;ELEK_MS1;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/maand;2.5750392
FMV;ELEK_MS1;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/jaar;30.9004704
FMV;ELEK_MS1;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/maand;3.5985772
FMV;ELEK_MS1;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/jaar;43.1829264
FMV;ELEK_MS1;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/maand;3.8625589
FMV;ELEK_MS1;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/jaar;46.3507068
FMV;ELEK_MS1;Afname;Tarieven voor de aanvullende afname van reactieve energie;Tarief voor overschrijding forfaitair toegelaten hoeveelheid;EUR/kVArh;0.0134149
FMV;ELEK_MS1;Afname;Tarieven voor het databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FMV;ELEK_MS1;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0002386
FMV;ELEK_MS1;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0000188
FMV;ELEK_MS1;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.0596319
FMV;ELEK_MS1;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FMV;ELEK_MS1;Injectie;Tarief databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FMV;ELEK_MS2;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/maand;2.9315699
FMV;ELEK_MS2;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/jaar;35.1788388
FMV;ELEK_MS2;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/maand;4.2044216
FMV;ELEK_MS2;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/jaar;50.4530592
FMV;ELEK_MS2;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/maand;4.3973549
FMV;ELEK_MS2;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/jaar;52.7682588
FMV;ELEK_MS2;Afname;Tarieven voor de aanvullende afname van reactieve energie;Tarief voor overschrijding forfaitair toegelaten hoeveelheid;EUR/kVArh;0.0134149
FMV;ELEK_MS2;Afname;Tarieven voor het databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FMV;ELEK_MS2;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0035870
FMV;ELEK_MS2;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0002011
FMV;ELEK_MS2;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.1508082
FMV;ELEK_MS2;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FMV;ELEK_MS2;Injectie;Tarief databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FMV;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/maand;3.8226027
FMV;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/jaar;45.8712324
FMV;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/maand;6.2290423
FMV;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/jaar;74.7485076
FMV;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/maand;5.7339040
FMV;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/jaar;68.8068480
FMV;ELEK_LS_DC;Afname;Tarieven voor de aanvullende afname van reactieve energie;Tarief voor overschrijding forfaitair toegelaten hoeveelheid;EUR/kVArh;0.0134149
FMV;ELEK_LS_DC;Afname;Tarieven voor het databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FMV;ELEK_LS_DC;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0045996
FMV;ELEK_LS_DC;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief exclusief nacht;EUR/kWh;0.0036797
FMV;ELEK_LS_DC;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0002579
FMV;ELEK_LS_DC;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.1557427
FMV;ELEK_LS_DC;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FMV;ELEK_LS_DC;Injectie;Tarief databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FMV;ELEK_LS_DIGI;Afname;Tarieven voor netgebruik;Gemiddelde maandpiek;EUR/kW/jaar;50.1239818
FMV;ELEK_LS_DIGI;Afname;Tarieven voor netgebruik;Gemiddelde maandpiek;EUR/kW/maand;4.1769985
FMV;ELEK_LS_DIGI;Afname;Tarieven voor netgebruik;kWh-tarief;EUR/kW;0.0248638
FMV;ELEK_LS_DIGI;Afname;Tarieven voor het databeheer;Laagspanningnet;EUR/jaar;17.85
FMV;ELEK_LS_DIGI;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0236385
FMV;ELEK_LS_DIGI;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief exclusief nacht;EUR/kWh;0.0189108
FMV;ELEK_LS_DIGI;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0013038
FMV;ELEK_LS_DIGI;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.3276168
FMV;ELEK_LS_DIGI;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FMV;ELEK_LS_DIGI;Injectie;Tarief databeheer;Laagspanningnet;EUR/jaar;57.65
FMV;ELEK_LS_ANA;Afname;Tarieven voor netgebruik;Vaste term;EUR/jaar;125.31
FMV;ELEK_LS_ANA;Afname;Tarieven voor netgebruik;Vaste term;EUR/kWh;0.0577719
FMV;ELEK_LS_ANA;Afname;Tarieven voor het databeheer;Laagspanningnet;EUR/jaar;17.85
FMV;ELEK_LS_ANA;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0236385
FMV;ELEK_LS_ANA;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief exclusief nacht;EUR/kWh;0.0189108
FMV;ELEK_LS_ANA;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0013038
FMV;ELEK_LS_ANA;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FMV;ELEK_LS_ANA;Injectie;Tarief databeheer;Laagspanningnet;EUR/jaar;57.65
FMV;ELEK_LS_ANA_PRO;Afname;Tarieven voor netgebruik;Vaste term;EUR/jaar;125.31
FMV;ELEK_LS_ANA_PRO;Afname;Tarieven voor netgebruik;Vaste term;EUR/kWh;0.0577719
FMV;ELEK_LS_ANA_PRO;Afname;Tarieven voor het databeheer;Laagspanningnet;EUR/jaar;17.85
FMV;ELEK_LS_ANA_PRO;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0236385
FMV;ELEK_LS_ANA_PRO;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief exclusief nacht;EUR/kWh;0.0189108
FMV;ELEK_LS_ANA_PRO;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0013038
FMV;ELEK_LS_ANA_PRO;Afname;Aanvullend capaciteitstarief voor prosumenten met terugdraaiende teller;Aanvullend capaciteitstarief voor prosumenten met terugdraaiende teller;EUR/kW/jaar;55.88
FMV;ELEK_LS_ANA_PRO;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FMV;ELEK_LS_ANA_PRO;Injectie;Tarief databeheer;Laagspanningnet;EUR/jaar;57.65
FW;ELEK_HS1;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/maand;2.9730452
FW;ELEK_HS1;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/jaar;35.6765424
FW;ELEK_HS1;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/maand;3.8498775
FW;ELEK_HS1;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/jaar;46.1985300
FW;ELEK_HS1;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/maand;4.4595678
FW;ELEK_HS1;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/jaar;53.5148136
FW;ELEK_HS1;Afname;Tarieven voor de aanvullende afname van reactieve energie;Tarief voor overschrijding forfaitair toegelaten hoeveelheid;EUR/kVArh;0.0134149
FW;ELEK_HS1;Afname;Tarieven voor het databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FW;ELEK_HS1;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0004068
FW;ELEK_HS1;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0000226
FW;ELEK_HS1;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.0596319
FW;ELEK_HS1;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FW;ELEK_HS1;Injectie;Tarief databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FW;ELEK_HS2;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/maand;3.4703000
FW;ELEK_HS2;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/jaar;41.6436000
FW;ELEK_HS2;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/maand;4.9801171
FW;ELEK_HS2;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/jaar;59.7614052
FW;ELEK_HS2;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/maand;5.2054500
FW;ELEK_HS2;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/jaar;62.4654000
FW;ELEK_HS2;Afname;Tarieven voor de aanvullende afname van reactieve energie;Tarief voor overschrijding forfaitair toegelaten hoeveelheid;EUR/kVArh;0.0134149
FW;ELEK_HS2;Afname;Tarieven voor het databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FW;ELEK_HS2;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0040025
FW;ELEK_HS2;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0002219
FW;ELEK_HS2;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.1508082
FW;ELEK_HS2;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FW;ELEK_HS2;Injectie;Tarief databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FW;ELEK_MS1;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/maand;2.9730452
FW;ELEK_MS1;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/jaar;35.6765424
FW;ELEK_MS1;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/maand;3.8498775
FW;ELEK_MS1;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/jaar;46.1985300
FW;ELEK_MS1;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/maand;4.4595678
FW;ELEK_MS1;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/jaar;53.5148136
FW;ELEK_MS1;Afname;Tarieven voor de aanvullende afname van reactieve energie;Tarief voor overschrijding forfaitair toegelaten hoeveelheid;EUR/kVArh;0.0134149
FW;ELEK_MS1;Afname;Tarieven voor het databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FW;ELEK_MS1;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0004068
FW;ELEK_MS1;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0000226
FW;ELEK_MS1;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.0596319
FW;ELEK_MS1;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FW;ELEK_MS1;Injectie;Tarief databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FW;ELEK_MS2;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/maand;3.4703000
FW;ELEK_MS2;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/jaar;41.6436000
FW;ELEK_MS2;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/maand;4.9801171
FW;ELEK_MS2;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/jaar;59.7614052
FW;ELEK_MS2;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/maand;5.2054500
FW;ELEK_MS2;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/jaar;62.4654000
FW;ELEK_MS2;Afname;Tarieven voor de aanvullende afname van reactieve energie;Tarief voor overschrijding forfaitair toegelaten hoeveelheid;EUR/kVArh;0.0134149
FW;ELEK_MS2;Afname;Tarieven voor het databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FW;ELEK_MS2;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0040025
FW;ELEK_MS2;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0002219
FW;ELEK_MS2;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.1508082
FW;ELEK_MS2;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FW;ELEK_MS2;Injectie;Tarief databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FW;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/maand;4.8342104
FW;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/jaar;58.0105248
FW;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/maand;7.6042461
FW;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/jaar;91.2509532
FW;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/maand;7.2513156
FW;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/jaar;87.0157872
FW;ELEK_LS_DC;Afname;Tarieven voor de aanvullende afname van reactieve energie;Tarief voor overschrijding forfaitair toegelaten hoeveelheid;EUR/kVArh;0.0134149
FW;ELEK_LS_DC;Afname;Tarieven voor het databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FW;ELEK_LS_DC;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0054633
FW;ELEK_LS_DC;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief exclusief nacht;EUR/kWh;0.0043706
FW;ELEK_LS_DC;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0002935
FW;ELEK_LS_DC;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.1557427
FW;ELEK_LS_DC;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FW;ELEK_LS_DC;Injectie;Tarief databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FW;ELEK_LS_DIGI;Afname;Tarieven voor netgebruik;Gemiddelde maandpiek;EUR/kW/jaar;57.0995726
FW;ELEK_LS_DIGI;Afname;Tarieven voor netgebruik;Gemiddelde maandpiek;EUR/kW/maand;4.7582977
FW;ELEK_LS_DIGI;Afname;Tarieven voor netgebruik;kWh-tarief;EUR/kW;0.0280823
FW;ELEK_LS_DIGI;Afname;Tarieven voor het databeheer;Laagspanningnet;EUR/jaar;17.85
FW;ELEK_LS_DIGI;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0332887
FW;ELEK_LS_DIGI;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief exclusief nacht;EUR/kWh;0.0266310
FW;ELEK_LS_DIGI;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0018227
FW;ELEK_LS_DIGI;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.3276168
FW;ELEK_LS_DIGI;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FW;ELEK_LS_DIGI;Injectie;Tarief databeheer;Laagspanningnet;EUR/jaar;57.65
FW;ELEK_LS_ANA;Afname;Tarieven voor netgebruik;Vaste term;EUR/jaar;142.75
FW;ELEK_LS_ANA;Afname;Tarieven voor netgebruik;Vaste term;EUR/kWh;0.0620687
FW;ELEK_LS_ANA;Afname;Tarieven voor het databeheer;Laagspanningnet;EUR/jaar;17.85
FW;ELEK_LS_ANA;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0332887
FW;ELEK_LS_ANA;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief exclusief nacht;EUR/kWh;0.0266310
FW;ELEK_LS_ANA;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0018227
FW;ELEK_LS_ANA;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FW;ELEK_LS_ANA;Injectie;Tarief databeheer;Laagspanningnet;EUR/jaar;57.65
FW;ELEK_LS_ANA_PRO;Afname;Tarieven voor netgebruik;Vaste term;EUR/jaar;142.75
FW;ELEK_LS_ANA_PRO;Afname;Tarieven voor netgebruik;Vaste term;EUR/kWh;0.0620687
FW;ELEK_LS_ANA_PRO;Afname;Tarieven voor het databeheer;Laagspanningnet;EUR/jaar;17.85
FW;ELEK_LS_ANA_PRO;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0332887
FW;ELEK_LS_ANA_PRO;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief exclusief nacht;EUR/kWh;0.0266310
FW;ELEK_LS_ANA_PRO;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0018227
FW;ELEK_LS_ANA_PRO;Afname;Aanvullend capaciteitstarief voor prosumenten met terugdraaiende teller;Aanvullend capaciteitstarief voor prosumenten met terugdraaiende teller;EUR/kW/jaar;65.65
FW;ELEK_LS_ANA_PRO;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FW;ELEK_LS_ANA_PRO;Injectie;Tarief databeheer;Laagspanningnet;EUR/jaar;57.65
FZD;ELEK_HS1;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/maand;3.1637948
FZD;ELEK_HS1;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/jaar;37.9655376
FZD;ELEK_HS1;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/maand;3.9970605
FZD;ELEK_HS1;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/jaar;47.9647260
FZD;ELEK_HS1;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/maand;4.7456922
FZD;ELEK_HS1;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/jaar;56.9483064
FZD;ELEK_HS1;Afname;Tarieven voor de aanvullende afname van reactieve energie;Tarief voor overschrijding forfaitair toegelaten hoeveelheid;EUR/kVArh;0.0134149
FZD;ELEK_HS1;Afname;Tarieven voor het databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FZD;ELEK_HS1;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0003680
FZD;ELEK_HS1;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0000271
FZD;ELEK_HS1;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.0596319
FZD;ELEK_HS1;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FZD;ELEK_HS1;Injectie;Tarief databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FZD;ELEK_HS2;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/maand;3.3903749
FZD;ELEK_HS2;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/jaar;40.6844988
FZD;ELEK_HS2;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/maand;4.9880800
FZD;ELEK_HS2;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/jaar;59.8569600
FZD;ELEK_HS2;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/maand;5.0855624
FZD;ELEK_HS2;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/jaar;61.0267488
FZD;ELEK_HS2;Afname;Tarieven voor de aanvullende afname van reactieve energie;Tarief voor overschrijding forfaitair toegelaten hoeveelheid;EUR/kVArh;0.0134149
FZD;ELEK_HS2;Afname;Tarieven voor het databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FZD;ELEK_HS2;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0039196
FZD;ELEK_HS2;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0003058
FZD;ELEK_HS2;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.1508082
FZD;ELEK_HS2;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FZD;ELEK_HS2;Injectie;Tarief databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FZD;ELEK_MS1;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/maand;3.1637948
FZD;ELEK_MS1;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/jaar;37.9655376
FZD;ELEK_MS1;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/maand;3.9970605
FZD;ELEK_MS1;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/jaar;47.9647260
FZD;ELEK_MS1;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/maand;4.7456922
FZD;ELEK_MS1;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/jaar;56.9483064
FZD;ELEK_MS1;Afname;Tarieven voor de aanvullende afname van reactieve energie;Tarief voor overschrijding forfaitair toegelaten hoeveelheid;EUR/kVArh;0.0134149
FZD;ELEK_MS1;Afname;Tarieven voor het databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FZD;ELEK_MS1;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0003680
