Netbeheerder;Klanttype;Contracttype;Tarieftype;Tariefdetail;Tariefnotering;Prijs
FI;ELEK_MS2;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/jaar;36.1059180
FI;ELEK_MS2;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/maand;4.5190749
FI;ELEK_MS2;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/jaar;54.2288988
FI;ELEK_MS2;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/maand;4.5132398
FI;ELEK_MS2;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/jaar;54.1588776
FI;ELEK_MS2;Afname;Tarieven voor de aanvullende afname van reactieve energie;Tarief voor overschrijding forfaitair toegelaten hoeveelheid;EUR/kVArh;0.0134149
FI;ELEK_MS2;Afname;Tarieven voor het databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FI;ELEK_MS2;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0037033
FI;ELEK_MS2;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0002193
FI;ELEK_MS2;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.1508082
FI;ELEK_MS2;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FI;ELEK_MS2;Injectie;Tarief databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FI;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/maand;4.2807326
FI;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/jaar;51.3687912
FI;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/maand;6.6425362
FI;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/jaar;79.7104344
FI;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/maand;6.4210989
FI;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/jaar;77.0531868
FI;ELEK_LS_DC;Afname;Tarieven voor de aanvullende afname van reactieve energie;Tarief voor overschrijding forfaitair toegelaten hoeveelheid;EUR/kVArh;0.0134149
FI;ELEK_LS_DC;Afname;Tarieven voor het databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FI;ELEK_LS_DC;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0044406
FI;ELEK_LS_DC;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief exclusief nacht;EUR/kWh;0.0035525
FI;ELEK_LS_DC;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0002624
FI;ELEK_LS_DC;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.1557427
FI;ELEK_LS_DC;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FI;ELEK_LS_DC;Injectie;Tarief databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FI;ELEK_LS_DIGI;Afname;Tarieven voor netgebruik;Gemiddelde maandpiek;EUR/kW/jaar;54.2009816
FI;ELEK_LS_DIGI;Afname;Tarieven voor netgebruik;Gemiddelde maandpiek;EUR/kW/maand;4.5167485
FI;ELEK_LS_DIGI;Afname;Tarieven voor netgebruik;kWh-tarief;EUR/kW;0.0259311
FI;ELEK_LS_DIGI;Afname;Tarieven voor het databeheer;Laagspanningnet;EUR/jaar;17.85
FI;ELEK_LS_DIGI;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0249198
FI;ELEK_LS_DIGI;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief exclusief nacht;EUR/kWh;0.0199358
FI;ELEK_LS_DIGI;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0014355
FI;ELEK_LS_DIGI;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.3276168
FI;ELEK_LS_DIGI;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FI;ELEK_LS_DIGI;Injectie;Tarief databeheer;Laagspanningnet;EUR/jaar;57.65
FI;ELEK_LS_ANA;Afname;Tarieven voor netgebruik;Vaste term;EUR/jaar;135.50
FI;ELEK_LS_ANA;Afname;Tarieven voor netgebruik;Vaste term;EUR/kWh;0.0576028
FI;ELEK_LS_ANA;Afname;Tarieven voor het databeheer;Laagspanningnet;EUR/jaar;17.85
FI;ELEK_LS_ANA;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0249198
FI;ELEK_LS_ANA;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief exclusief nacht;EUR/kWh;0.0199358
FI;ELEK_LS_ANA;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0014355
FI;ELEK_LS_ANA;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FI;ELEK_LS_ANA;Injectie;Tarief databeheer;Laagspanningnet;EUR/jaar;57.65
FI;ELEK_LS_ANA_PRO;Afname;Tarieven voor netgebruik;Vaste term;EUR/jaar;135.50
FI;ELEK_LS_ANA_PRO;Afname;Tarieven voor netgebruik;Vaste term;EUR/kWh;0.0576028
FI;ELEK_LS_ANA_PRO;Afname;Tarieven voor het databeheer;Laagspanningnet;EUR/jaar;17.85
FI;ELEK_LS_ANA_PRO;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0249198
FI;ELEK_LS_ANA_PRO;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief exclusief nacht;EUR/kWh;0.0199358
FI;ELEK_LS_ANA_PRO;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0014355
FI;ELEK_LS_ANA_PRO;Afname;Aanvullend capaciteitstarief voor prosumenten met terugdraaiende teller;Aanvullend capaciteitstarief voor prosumenten met terugdraaiende teller;EUR/kW/jaar;56.72
FI;ELEK_LS_ANA_PRO;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FI;ELEK_LS_ANA_PRO;Injectie;Tarief databeheer;Laagspanningnet;EUR/jaar;57.65
FK;ELEK_HS1;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/maand;2.3851454
FK;ELEK_HS1;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/jaar;28.6217448
FK;ELEK_HS1;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/maand;3.2655934
FK;ELEK_HS1;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/jaar;39.1871208
FK;ELEK_HS1;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/maand;3.5777181
FK;ELEK_HS1;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/jaar;42.9326172
FK;ELEK_HS1;Afname;Tarieven voor de aanvullende afname van reactieve energie;Tarief voor overschrijding forfaitair toegelaten hoeveelheid;EUR/kVArh;0.0134149
FK;ELEK_HS1;Afname;Tarieven voor het databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FK;ELEK_HS1;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0003764
FK;ELEK_HS1;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0000178
FK;ELEK_HS1;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.0596319
FK;ELEK_HS1;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FK;ELEK_HS1;Injectie;Tarief databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FK;ELEK_HS2;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/maand;0.5697796
FK;ELEK_HS2;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/jaar;6.8373552
FK;ELEK_HS2;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/maand;0.8027891
FK;ELEK_HS2;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/jaar;9.6334692
FK;ELEK_HS2;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/maand;0.8546693
FK;ELEK_HS2;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/jaar;10.2560316
FK;ELEK_HS2;Afname;Tarieven voor de aanvullende afname van reactieve energie;Tarief voor overschrijding forfaitair toegelaten hoeveelheid;EUR/kVArh;0.0134149
FK;ELEK_HS2;Afname;Tarieven voor het databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FK;ELEK_HS2;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0039994
FK;ELEK_HS2;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0001909
FK;ELEK_HS2;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.1508082
FK;ELEK_HS2;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FK;ELEK_HS2;Injectie;Tarief databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FK;ELEK_MS1;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/maand;2.3851454
FK;ELEK_MS1;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/jaar;28.6217448
FK;ELEK_MS1;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/maand;3.2655934
FK;ELEK_MS1;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/jaar;39.1871208
FK;ELEK_MS1;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/maand;3.5777181
FK;ELEK_MS1;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/jaar;42.9326172
FK;ELEK_MS1;Afname;Tarieven voor de aanvullende afname van reactieve energie;Tarief voor overschrijding forfaitair toegelaten hoeveelheid;EUR/kVArh;0.0134149
FK;ELEK_MS1;Afname;Tarieven voor het databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FK;ELEK_MS1;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0003764
FK;ELEK_MS1;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0000178
FK;ELEK_MS1;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.0596319
FK;ELEK_MS1;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FK;ELEK_MS1;Injectie;Tarief databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FK;ELEK_MS2;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/maand;2.6306445
FK;ELEK_MS2;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/jaar;31.5677340
FK;ELEK_MS2;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/maand;3.9052553
FK;ELEK_MS2;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/jaar;46.8630636
FK;ELEK_MS2;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/maand;3.9459668
FK;ELEK_MS2;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/jaar;47.3516016
FK;ELEK_MS2;Afname;Tarieven voor de aanvullende afname van reactieve energie;Tarief voor overschrijding forfaitair toegelaten hoeveelheid;EUR/kVArh;0.0134149
FK;ELEK_MS2;Afname;Tarieven voor het databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FK;ELEK_MS2;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0040283
FK;ELEK_MS2;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0001922
FK;ELEK_MS2;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.1508082
FK;ELEK_MS2;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FK;ELEK_MS2;Injectie;Tarief databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FK;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/maand;3.7580468
FK;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/jaar;45.0965616
FK;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/maand;6.0096502
FK;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/jaar;72.1158024
FK;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/maand;5.6370702
FK;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/jaar;67.6448424
FK;ELEK_LS_DC;Afname;Tarieven voor de aanvullende afname van reactieve energie;Tarief voor overschrijding forfaitair toegelaten hoeveelheid;EUR/kVArh;0.0134149
FK;ELEK_LS_DC;Afname;Tarieven voor het databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FK;ELEK_LS_DC;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0054896
FK;ELEK_LS_DC;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief exclusief nacht;EUR/kWh;0.0043917
FK;ELEK_LS_DC;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0002612
FK;ELEK_LS_DC;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.1557427
FK;ELEK_LS_DC;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FK;ELEK_LS_DC;Injectie;Tarief databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FK;ELEK_LS_DIGI;Afname;Tarieven voor netgebruik;Gemiddelde maandpiek;EUR/kW/jaar;56.2069857
FK;ELEK_LS_DIGI;Afname;Tarieven voor netgebruik;Gemiddelde maandpiek;EUR/kW/maand;4.6839155
FK;ELEK_LS_DIGI;Afname;Tarieven voor netgebruik;kWh-tarief;EUR/kW;0.0263561
FK;ELEK_LS_DIGI;Afname;Tarieven voor het databeheer;Laagspanningnet;EUR/jaar;17.85
FK;ELEK_LS_DIGI;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0319098
FK;ELEK_LS_DIGI;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief exclusief nacht;EUR/kWh;0.0255279
FK;ELEK_LS_DIGI;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0015179
FK;ELEK_LS_DIGI;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.3276168
FK;ELEK_LS_DIGI;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FK;ELEK_LS_DIGI;Injectie;Tarief databeheer;Laagspanningnet;EUR/jaar;57.65
FK;ELEK_LS_ANA;Afname;Tarieven voor netgebruik;Vaste term;EUR/jaar;140.52
FK;ELEK_LS_ANA;Afname;Tarieven voor netgebruik;Vaste term;EUR/kWh;0.0612380
FK;ELEK_LS_ANA;Afname;Tarieven voor het databeheer;Laagspanningnet;EUR/jaar;17.85
FK;ELEK_LS_ANA;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0319098
FK;ELEK_LS_ANA;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief exclusief nacht;EUR/kWh;0.0255279
FK;ELEK_LS_ANA;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0015179
FK;ELEK_LS_ANA;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FK;ELEK_LS_ANA;Injectie;Tarief databeheer;Laagspanningnet;EUR/jaar;57.65
FK;ELEK_LS_ANA_PRO;Afname;Tarieven voor netgebruik;Vaste term;EUR/jaar;140.52
FK;ELEK_LS_ANA_PRO;Afname;Tarieven voor netgebruik;Vaste term;EUR/kWh;0.0612380
FK;ELEK_LS_ANA_PRO;Afname;Tarieven voor het databeheer;Laagspanningnet;EUR/jaar;17.85
FK;ELEK_LS_ANA_PRO;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0319098
FK;ELEK_LS_ANA_PRO;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief exclusief nacht;EUR/kWh;0.0255279
FK;ELEK_LS_ANA_PRO;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0015179
FK;ELEK_LS_ANA_PRO;Afname;Aanvullend capaciteitstarief voor prosumenten met terugdraaiende teller;Aanvullend capaciteitstarief voor prosumenten met terugdraaiende teller;EUR/kW/jaar;63.95
FK;ELEK_LS_ANA_PRO;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FK;ELEK_LS_ANA_PRO;Injectie;Tarief databeheer;Laagspanningnet;EUR/jaar;57.65
FL;ELEK_HS1;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/maand;2.1370186
FL;ELEK_HS1;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/jaar;25.6442232
FL;ELEK_HS1;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/maand;2.6867237
FL;ELEK_HS1;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/jaar;32.2406844
FL;ELEK_HS1;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/maand;3.2055279
FL;ELEK_HS1;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/jaar;38.4663348
FL;ELEK_HS1;Afname;Tarieven voor de aanvullende afname van reactieve energie;Tarief voor overschrijding forfaitair toegelaten hoeveelheid;EUR/kVArh;0.0134149
FL;ELEK_HS1;Afname;Tarieven voor het databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FL;ELEK_HS1;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0003698
FL;ELEK_HS1;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0000353
FL;ELEK_HS1;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.0596319
FL;ELEK_HS1;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FL;ELEK_HS1;Injectie;Tarief databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FL;ELEK_HS2;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/maand;2.5338499
FL;ELEK_HS2;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/jaar;30.4061988
FL;ELEK_HS2;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/maand;4.0760080
FL;ELEK_HS2;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/jaar;48.9120960
FL;ELEK_HS2;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/maand;3.8007748
FL;ELEK_HS2;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/jaar;45.6092976
FL;ELEK_HS2;Afname;Tarieven voor de aanvullende afname van reactieve energie;Tarief voor overschrijding forfaitair toegelaten hoeveelheid;EUR/kVArh;0.0134149
FL;ELEK_HS2;Afname;Tarieven voor het databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FL;ELEK_HS2;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0039405
FL;ELEK_HS2;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0006492
FL;ELEK_HS2;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.1508082
FL;ELEK_HS2;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FL;ELEK_HS2;Injectie;Tarief databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FL;ELEK_MS1;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/maand;2.1370186
FL;ELEK_MS1;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/jaar;25.6442232
FL;ELEK_MS1;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/maand;2.6867237
FL;ELEK_MS1;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/jaar;32.2406844
FL;ELEK_MS1;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/maand;3.2055279
FL;ELEK_MS1;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/jaar;38.4663348
FL;ELEK_MS1;Afname;Tarieven voor de aanvullende afname van reactieve energie;Tarief voor overschrijding forfaitair toegelaten hoeveelheid;EUR/kVArh;0.0134149
FL;ELEK_MS1;Afname;Tarieven voor het databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FL;ELEK_MS1;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0003698
FL;ELEK_MS1;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0000353
FL;ELEK_MS1;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.0596319
FL;ELEK_MS1;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FL;ELEK_MS1;Injectie;Tarief databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FL;ELEK_MS2;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/maand;2.5338499
FL;ELEK_MS2;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/jaar;30.4061988
FL;ELEK_MS2;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/maand;4.0760080
FL;ELEK_MS2;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/jaar;48.9120960
FL;ELEK_MS2;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/maand;3.8007748
FL;ELEK_MS2;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/jaar;45.6092976
FL;ELEK_MS2;Afname;Tarieven voor de aanvullende afname van reactieve energie;Tarief voor overschrijding forfaitair toegelaten hoeveelheid;EUR/kVArh;0.0134149
FL;ELEK_MS2;Afname;Tarieven voor het databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FL;ELEK_MS2;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0039405
FL;ELEK_MS2;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0006492
FL;ELEK_MS2;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.1508082
FL;ELEK_MS2;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FL;ELEK_MS2;Injectie;Tarief databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FL;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/maand;4.2601188
FL;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Toegangsvermogen;EUR/kVA/jaar;51.1214256
FL;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/maand;6.0017464
FL;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Maandpiek;EUR/kVA/jaar;72.0209568
FL;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/maand;6.3901782
FL;ELEK_LS_DC;Afname;Tarieven voor netgebruik;Overschrijding toegangsvermogen;EUR/kVA/jaar;76.6821384
FL;ELEK_LS_DC;Afname;Tarieven voor de aanvullende afname van reactieve energie;Tarief voor overschrijding forfaitair toegelaten hoeveelheid;EUR/kVArh;0.0134149
FL;ELEK_LS_DC;Afname;Tarieven voor het databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FL;ELEK_LS_DC;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0041438
FL;ELEK_LS_DC;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief exclusief nacht;EUR/kWh;0.0033151
FL;ELEK_LS_DC;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0006825
FL;ELEK_LS_DC;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.1557427
FL;ELEK_LS_DC;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FL;ELEK_LS_DC;Injectie;Tarief databeheer;26-36 kV, 1-26 kV, distributiecabine;EUR/jaar;57.65
FL;ELEK_LS_DIGI;Afname;Tarieven voor netgebruik;Gemiddelde maandpiek;EUR/kW/jaar;49.0469384
FL;ELEK_LS_DIGI;Afname;Tarieven voor netgebruik;Gemiddelde maandpiek;EUR/kW/maand;4.0872449
FL;ELEK_LS_DIGI;Afname;Tarieven voor netgebruik;kWh-tarief;EUR/kW;0.0232082
FL;ELEK_LS_DIGI;Afname;Tarieven voor het databeheer;Laagspanningnet;EUR/jaar;17.85
FL;ELEK_LS_DIGI;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0266707
FL;ELEK_LS_DIGI;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief exclusief nacht;EUR/kWh;0.0213365
FL;ELEK_LS_DIGI;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0043906
FL;ELEK_LS_DIGI;Afname;Maximumtarief;Maximumtarief;EUR/kWh;0.3276168
FL;ELEK_LS_DIGI;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FL;ELEK_LS_DIGI;Injectie;Tarief databeheer;Laagspanningnet;EUR/jaar;57.65
FL;ELEK_LS_ANA;Afname;Tarieven voor netgebruik;Vaste term;EUR/jaar;122.62
FL;ELEK_LS_ANA;Afname;Tarieven voor netgebruik;Vaste term;EUR/kWh;0.0560581
FL;ELEK_LS_ANA;Afname;Tarieven voor het databeheer;Laagspanningnet;EUR/jaar;17.85
FL;ELEK_LS_ANA;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief normaal;EUR/kWh;0.0266707
FL;ELEK_LS_ANA;Afname;Tarieven voor de openbaredienstverplichtingen;kWh-tarief exclusief nacht;EUR/kWh;0.0213365
FL;ELEK_LS_ANA;Afname;Tarieven voor de toeslagen;Tarieven voor de toeslagen;EUR/kWh;0.0043906
FL;ELEK_LS_ANA;Injectie;Tarief voor het netgebruik;Tarief voor het netgebruik;EUR/kWh;0.0017510
FL;ELEK_LS_ANA;Injectie;Tarief databeheer;Laagspanningnet;EUR/jaar;57.65
FL;ELEK_LS_ANA_PRO;Afname;Tarieven voor netgebruik;Vaste term;EUR/jaar;122.62
FL;ELEK_LS_ANA_PRO;Afname;Tarieven voor netgebruik;Vaste term;EUR/kWh;0.0560581
