Jaar;Maand;Segment;Energietype;Contracttype;Handelsnaam;Productnaam;Variabel/Dynamisch;Prijsonderdeel;Indexatieparameter A (a.A + b.B + c.C + d.D + z);Beschrijving A;Waarde A (�/MWh) - VNR waarde;Waarde A (�/MWh) - laatst gekende waarde;Indexatieparameter B (a.A + b.B + c.C + d.D + z);Beschrijving B;Waarde B (�/MWh) - VNR waarde;Waarde B (�/MWh) - laatst gekende waarde;Indexatieparameter C (a.A + b.B + c.C + d.D + z);Beschrijving C;Waarde C (�/MWh) - VNR waarde;Waarde C (�/MWh) - laatst gekende waarde;Indexatieparameter D (a.A + b.B + c.C + d.D + z);Beschrijving D;Waarde D (�/MWh) - VNR waarde;Waarde D (�/MWh) - laatst gekende waarde;a;b;c;d;z;Prijs;source_file;Waarde A (€/MWh) - VNR waarde;Waarde A (€/MWh) - laatst gekende waarde;Waarde B (€/MWh) - VNR waarde;Waarde B (€/MWh) - laatst gekende waarde;Waarde C (€/MWh) - VNR waarde;Waarde C (€/MWh) - laatst gekende waarde;Waarde D (€/MWh) - VNR waarde;Waarde D (€/MWh) - laatst gekende waarde
2026;apr;Onderneming;Elektriciteit;Afname;HOA Energy (handelsnaam van Energy Together);PRIME PRO;Variabel;Vaste vergoeding (�);M EPEX Spot Belgium/Belpex RLP_BE (kwartier);Gewogen gemiddelde van de kwartiernoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;97,64412;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 120,00;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;HOA Energy (handelsnaam van Energy Together);PRIME PRO PLUS;Dynamisch;Dynamisch tarief;EPEX SPOT Belgium/Belpex (kwartier);Parameter voor dynamische contracten. Kwartiernoteringen BE day ahead. Bron: EPEX Spot/Belpex;110,75016;92,61017;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,10;;;;� 3,50;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;HOA Energy (handelsnaam van Energy Together);PRIME PRO PLUS;Dynamisch;Kosten groene stroom (c�/kWh);EPEX SPOT Belgium/Belpex (kwartier);Parameter voor dynamische contracten. Kwartiernoteringen BE day ahead. Bron: EPEX Spot/Belpex;110,75016;92,61017;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 1,11;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;HOA Energy (handelsnaam van Energy Together);PRIME PRO PLUS;Dynamisch;Kosten WKK (c�/kWh);EPEX SPOT Belgium/Belpex (kwartier);Parameter voor dynamische contracten. Kwartiernoteringen BE day ahead. Bron: EPEX Spot/Belpex;110,75016;92,61017;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 0,40;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;HOA Energy (handelsnaam van Energy Together);PRIME PRO PLUS;Dynamisch;Vaste vergoeding (�);EPEX SPOT Belgium/Belpex (kwartier);Parameter voor dynamische contracten. Kwartiernoteringen BE day ahead. Bron: EPEX Spot/Belpex;110,75016;92,61017;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 120,00;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;HOA Energy (handelsnaam van Energy Together);VOLT PRO;Dynamisch;Dynamisch tarief;EPEX SPOT Belgium/Belpex (kwartier);Parameter voor dynamische contracten. Kwartiernoteringen BE day ahead. Bron: EPEX Spot/Belpex;110,75016;92,61017;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,10;;;;� 2,30;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;HOA Energy (handelsnaam van Energy Together);VOLT PRO;Dynamisch;Kosten groene stroom (c�/kWh);EPEX SPOT Belgium/Belpex (kwartier);Parameter voor dynamische contracten. Kwartiernoteringen BE day ahead. Bron: EPEX Spot/Belpex;110,75016;92,61017;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 1,11;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;HOA Energy (handelsnaam van Energy Together);VOLT PRO;Dynamisch;Kosten WKK (c�/kWh);EPEX SPOT Belgium/Belpex (kwartier);Parameter voor dynamische contracten. Kwartiernoteringen BE day ahead. Bron: EPEX Spot/Belpex;110,75016;92,61017;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 0,40;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;HOA Energy (handelsnaam van Energy Together);VOLT PRO;Dynamisch;Vaste vergoeding (�);EPEX SPOT Belgium/Belpex (kwartier);Parameter voor dynamische contracten. Kwartiernoteringen BE day ahead. Bron: EPEX Spot/Belpex;110,75016;92,61017;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 120,00;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;BasicFlex Pro Online;Variabel;Enkelvoudige meter dagtarief (c�/kWh);M EPEX Spot Belgium/Belpex RLP_BE (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;95,68781;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,10;;;;� 0,87;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;BasicFlex Pro Online;Variabel;Kosten groene stroom (c�/kWh);M EPEX Spot Belgium/Belpex RLP_BE (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;95,68781;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 1,10;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;BasicFlex Pro Online;Variabel;Kosten WKK (c�/kWh);M EPEX Spot Belgium/Belpex RLP_BE (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;95,68781;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 0,36;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;BasicFlex Pro Online;Variabel;Tweevoudige meter dagtarief (c�/kWh);M EPEX Spot Belgium/Belpex RLP_BE (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;95,68781;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,12;;;;� 0,98;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;BasicFlex Pro Online;Variabel;Tweevoudige meter nachttarief (c�/kWh);M EPEX Spot Belgium/Belpex RLP_BE (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;95,68781;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,09;;;;� 0,60;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;BasicFlex Pro Online;Variabel;Uitsluitend nachtmeter (c�/kWh);M EPEX Spot Belgium/Belpex RLP_BE (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;95,68781;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,09;;;;� 0,60;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;BasicFlex Pro Online;Variabel;Vaste vergoeding (�);M EPEX Spot Belgium/Belpex RLP_BE (uur);Gewogen gemiddelde van de uurnoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;95,68781;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 25,00;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;ComfyFlex Pro;Variabel;Enkelvoudige meter dagtarief (c�/kWh);Q EPEX Spot Belgium/Belpex rek gem dagprijzen;Rekenkundig gemiddelde van de baseload noteringen BE day ahead per kwartaal. Bron: EPEX Spot/Belpex;110,34163;95,75111;Endex 103;Slotkoers Belgian Power Base Load Futures per kwartaal. Bron: ICE Endex;109,58537;95,67505;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,11;;;;� 3,56;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;ComfyFlex Pro;Variabel;Kosten groene stroom (c�/kWh);Q EPEX Spot Belgium/Belpex rek gem dagprijzen;Rekenkundig gemiddelde van de baseload noteringen BE day ahead per kwartaal. Bron: EPEX Spot/Belpex;110,34163;95,75111;Endex 103;Slotkoers Belgian Power Base Load Futures per kwartaal. Bron: ICE Endex;109,58537;95,67505;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 1,10;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;ComfyFlex Pro;Variabel;Kosten WKK (c�/kWh);Q EPEX Spot Belgium/Belpex rek gem dagprijzen;Rekenkundig gemiddelde van de baseload noteringen BE day ahead per kwartaal. Bron: EPEX Spot/Belpex;110,34163;95,75111;Endex 103;Slotkoers Belgian Power Base Load Futures per kwartaal. Bron: ICE Endex;109,58537;95,67505;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 0,36;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;ComfyFlex Pro;Variabel;Tweevoudige meter dagtarief (c�/kWh);Q EPEX Spot Belgium/Belpex rek gem dagprijzen;Rekenkundig gemiddelde van de baseload noteringen BE day ahead per kwartaal. Bron: EPEX Spot/Belpex;110,34163;95,75111;Endex 103;Slotkoers Belgian Power Base Load Futures per kwartaal. Bron: ICE Endex;109,58537;95,67505;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,12;;;;� 3,72;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;ComfyFlex Pro;Variabel;Tweevoudige meter nachttarief (c�/kWh);Q EPEX Spot Belgium/Belpex rek gem dagprijzen;Rekenkundig gemiddelde van de baseload noteringen BE day ahead per kwartaal. Bron: EPEX Spot/Belpex;110,34163;95,75111;Endex 103;Slotkoers Belgian Power Base Load Futures per kwartaal. Bron: ICE Endex;109,58537;95,67505;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,10;;;;� 3,22;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;ComfyFlex Pro;Variabel;Uitsluitend nachtmeter (c�/kWh);Q EPEX Spot Belgium/Belpex rek gem dagprijzen;Rekenkundig gemiddelde van de baseload noteringen BE day ahead per kwartaal. Bron: EPEX Spot/Belpex;110,34163;95,75111;Endex 103;Slotkoers Belgian Power Base Load Futures per kwartaal. Bron: ICE Endex;109,58537;95,67505;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,10;;;;� 3,22;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;ComfyFlex Pro;Variabel;Vaste vergoeding (�);Q EPEX Spot Belgium/Belpex rek gem dagprijzen;Rekenkundig gemiddelde van de baseload noteringen BE day ahead per kwartaal. Bron: EPEX Spot/Belpex;110,34163;95,75111;Endex 103;Slotkoers Belgian Power Base Load Futures per kwartaal. Bron: ICE Endex;109,58537;95,67505;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 65,00;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;ComfyFlex Pro+;Variabel;Enkelvoudige meter dagtarief (c�/kWh);Q EPEX Spot Belgium/Belpex rek gem dagprijzen;Rekenkundig gemiddelde van de baseload noteringen BE day ahead per kwartaal. Bron: EPEX Spot/Belpex;110,34163;95,75111;Endex 103;Slotkoers Belgian Power Base Load Futures per kwartaal. Bron: ICE Endex;109,58537;95,67505;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,11;;;;� 5,18;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;ComfyFlex Pro+;Variabel;Kosten groene stroom (c�/kWh);Q EPEX Spot Belgium/Belpex rek gem dagprijzen;Rekenkundig gemiddelde van de baseload noteringen BE day ahead per kwartaal. Bron: EPEX Spot/Belpex;110,34163;95,75111;Endex 103;Slotkoers Belgian Power Base Load Futures per kwartaal. Bron: ICE Endex;109,58537;95,67505;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 1,10;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;ComfyFlex Pro+;Variabel;Kosten WKK (c�/kWh);Q EPEX Spot Belgium/Belpex rek gem dagprijzen;Rekenkundig gemiddelde van de baseload noteringen BE day ahead per kwartaal. Bron: EPEX Spot/Belpex;110,34163;95,75111;Endex 103;Slotkoers Belgian Power Base Load Futures per kwartaal. Bron: ICE Endex;109,58537;95,67505;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 0,36;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;ComfyFlex Pro+;Variabel;Tweevoudige meter dagtarief (c�/kWh);Q EPEX Spot Belgium/Belpex rek gem dagprijzen;Rekenkundig gemiddelde van de baseload noteringen BE day ahead per kwartaal. Bron: EPEX Spot/Belpex;110,34163;95,75111;Endex 103;Slotkoers Belgian Power Base Load Futures per kwartaal. Bron: ICE Endex;109,58537;95,67505;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,12;;;;� 5,47;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;ComfyFlex Pro+;Variabel;Tweevoudige meter nachttarief (c�/kWh);Q EPEX Spot Belgium/Belpex rek gem dagprijzen;Rekenkundig gemiddelde van de baseload noteringen BE day ahead per kwartaal. Bron: EPEX Spot/Belpex;110,34163;95,75111;Endex 103;Slotkoers Belgian Power Base Load Futures per kwartaal. Bron: ICE Endex;109,58537;95,67505;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,10;;;;� 4,68;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;ComfyFlex Pro+;Variabel;Uitsluitend nachtmeter (c�/kWh);Q EPEX Spot Belgium/Belpex rek gem dagprijzen;Rekenkundig gemiddelde van de baseload noteringen BE day ahead per kwartaal. Bron: EPEX Spot/Belpex;110,34163;95,75111;Endex 103;Slotkoers Belgian Power Base Load Futures per kwartaal. Bron: ICE Endex;109,58537;95,67505;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,10;;;;� 4,68;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;ComfyFlex Pro+;Variabel;Vaste vergoeding (�);Q EPEX Spot Belgium/Belpex rek gem dagprijzen;Rekenkundig gemiddelde van de baseload noteringen BE day ahead per kwartaal. Bron: EPEX Spot/Belpex;110,34163;95,75111;Endex 103;Slotkoers Belgian Power Base Load Futures per kwartaal. Bron: ICE Endex;109,58537;95,67505;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 65,00;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;Dynamic Pro Online;Dynamisch;Dynamisch tarief;EPEX SPOT Belgium/Belpex (uur);Parameter voor dynamische contracten. Uurnoteringen BE day ahead. Bron: EPEX Spot/Belpex;110,75016;93,52276;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,10;;;;� 1,38;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;Dynamic Pro Online;Dynamisch;Kosten groene stroom (c�/kWh);EPEX SPOT Belgium/Belpex (uur);Parameter voor dynamische contracten. Uurnoteringen BE day ahead. Bron: EPEX Spot/Belpex;110,75016;93,52276;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 1,10;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;Dynamic Pro Online;Dynamisch;Kosten WKK (c�/kWh);EPEX SPOT Belgium/Belpex (uur);Parameter voor dynamische contracten. Uurnoteringen BE day ahead. Bron: EPEX Spot/Belpex;110,75016;93,52276;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 0,36;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;Dynamic Pro Online;Dynamisch;Vaste vergoeding (�);EPEX SPOT Belgium/Belpex (uur);Parameter voor dynamische contracten. Uurnoteringen BE day ahead. Bron: EPEX Spot/Belpex;110,75016;93,52276;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 100,00;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;MaxxFlex Pro;Variabel;Enkelvoudige meter dagtarief (c�/kWh);M EPEX Spot Belgium/Belpex rek gem dagprijzen;Rekenkundig gemiddelde van de baseload noteringen BE day ahead per maand. Bron: EPEX Spot/Belpex;110,75016;92,5729;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,11;;;;� 3,21;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;MaxxFlex Pro;Variabel;Kosten groene stroom (c�/kWh);M EPEX Spot Belgium/Belpex rek gem dagprijzen;Rekenkundig gemiddelde van de baseload noteringen BE day ahead per maand. Bron: EPEX Spot/Belpex;110,75016;92,5729;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 1,10;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;MaxxFlex Pro;Variabel;Kosten WKK (c�/kWh);M EPEX Spot Belgium/Belpex rek gem dagprijzen;Rekenkundig gemiddelde van de baseload noteringen BE day ahead per maand. Bron: EPEX Spot/Belpex;110,75016;92,5729;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 0,36;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;MaxxFlex Pro;Variabel;Tweevoudige meter dagtarief (c�/kWh);M EPEX Spot Belgium/Belpex rek gem dagprijzen;Rekenkundig gemiddelde van de baseload noteringen BE day ahead per maand. Bron: EPEX Spot/Belpex;110,75016;92,5729;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,12;;;;� 3,37;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;MaxxFlex Pro;Variabel;Tweevoudige meter nachttarief (c�/kWh);M EPEX Spot Belgium/Belpex rek gem dagprijzen;Rekenkundig gemiddelde van de baseload noteringen BE day ahead per maand. Bron: EPEX Spot/Belpex;110,75016;92,5729;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,10;;;;� 2,87;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;MaxxFlex Pro;Variabel;Uitsluitend nachtmeter (c�/kWh);M EPEX Spot Belgium/Belpex rek gem dagprijzen;Rekenkundig gemiddelde van de baseload noteringen BE day ahead per maand. Bron: EPEX Spot/Belpex;110,75016;92,5729;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,10;;;;� 2,87;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;MaxxFlex Pro;Variabel;Vaste vergoeding (�);M EPEX Spot Belgium/Belpex rek gem dagprijzen;Rekenkundig gemiddelde van de baseload noteringen BE day ahead per maand. Bron: EPEX Spot/Belpex;110,75016;92,5729;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 65,00;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;SmartFlex Pro;Variabel;Kosten groene stroom (c�/kWh);M EPEX Spot Belgium/Belpex rek gem dagprijzen;Rekenkundig gemiddelde van de baseload noteringen BE day ahead per maand. Bron: EPEX Spot/Belpex;110,75016;92,5729;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 1,10;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;SmartFlex Pro;Variabel;Kosten WKK (c�/kWh);M EPEX Spot Belgium/Belpex rek gem dagprijzen;Rekenkundig gemiddelde van de baseload noteringen BE day ahead per maand. Bron: EPEX Spot/Belpex;110,75016;92,5729;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 0,36;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Luminus;SmartFlex Pro;Variabel;Vaste vergoeding (�);M EPEX Spot Belgium/Belpex rek gem dagprijzen;Rekenkundig gemiddelde van de baseload noteringen BE day ahead per maand. Bron: EPEX Spot/Belpex;110,75016;92,5729;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 65,00;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Mega (handelsnaam van Power Online);Cap;Variabel;Enkelvoudige meter dagtarief (c�/kWh);M EPEX Spot Belgium/Belpex RLP_BE (kwartier);Gewogen gemiddelde van de kwartiernoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;97,64412;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,11;;;;� 2,54;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Mega (handelsnaam van Power Online);Cap;Variabel;Kosten groene stroom (c�/kWh);M EPEX Spot Belgium/Belpex RLP_BE (kwartier);Gewogen gemiddelde van de kwartiernoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;97,64412;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 1,12;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Mega (handelsnaam van Power Online);Cap;Variabel;Kosten WKK (c�/kWh);M EPEX Spot Belgium/Belpex RLP_BE (kwartier);Gewogen gemiddelde van de kwartiernoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;97,64412;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);;;;;;� 0,35;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Mega (handelsnaam van Power Online);Cap;Variabel;Tweevoudige meter dagtarief (c�/kWh);M EPEX Spot Belgium/Belpex RLP_BE (kwartier);Gewogen gemiddelde van de kwartiernoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;97,64412;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,12;;;;� 2,54;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Mega (handelsnaam van Power Online);Cap;Variabel;Tweevoudige meter nachttarief (c�/kWh);M EPEX Spot Belgium/Belpex RLP_BE (kwartier);Gewogen gemiddelde van de kwartiernoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;97,64412;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,10;;;;� 2,54;;master_var_dyn_2026.csv;;;;;;;;
2026;apr;Onderneming;Elektriciteit;Afname;Mega (handelsnaam van Power Online);Cap;Variabel;Uitsluitend nachtmeter (c�/kWh);M EPEX Spot Belgium/Belpex RLP_BE (kwartier);Gewogen gemiddelde van de kwartiernoteringen BE day ahead per maand. Weging o.b.v. het gemiddelde van RLP0N profielen van alle Belgische netgebieden. Bron: EPEX Spot/Belpex;115,64677;97,64412;(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);(Empty);� 0,10;;;;� 2,54;;master_var_dyn_2026.csv;;;;;;;;
